Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,TStep,Skip,Power,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
618,KA4EPS,444.300000,+,5.000000,TSQL,88.5,110.9,023,NN,023,Tone->Tone,FM,5.00,,50W,"KA4EPS near Loxahatchee, Palm Beach County, Florida OPEN Will soon be linked to KA4EPS AllStar System.",,,,
619,KA2MBE,444.325000,+,5.000000,Tone,123.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"KA2MBE near Anthony, Marion County, Florida OPEN",,,,
620,AG4BV,444.325000,+,5.000000,TSQL,88.5,110.9,023,NN,023,Tone->Tone,FM,5.00,,50W,"AG4BV near Mangonia Park, Palm Beach County, Florida OPEN Motorola Quantar installed on 8/10/19 set to 80 watts. ***SARNET Repeater***",,,,
621,Trinity Towers,444.325000,+,5.000000,Tone,107.2,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"K4DCS near Melbourne, Brevard County, Florida OPEN",,,,
622,KI4ZYV,444.325000,+,5.000000,TSQL,88.5,156.7,023,NN,023,Tone->Tone,FM,5.00,,50W,"KI4ZYV near Miami, Miami-Dade County, Florida OPEN GET DOWN TO THE GREAT BIG WORLD OF SOUND ON THE 444.325 AKA THE 325 CREW",,,,
623,K4FLK,444.325000,+,5.000000,TSQL,88.5,94.8,023,NN,023,Tone->Tone,FM,5.00,,50W,"K4FLK near Scout Key, Monroe County, Florida OPEN",,,,
624,W4JEA,444.350000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"W4JEA near Sebastian, Indian River County, Florida OPEN",,,,
625,KJ4HID,444.350000,+,5.000000,TSQL,88.5,141.3,023,NN,023,Tone->Tone,FM,5.00,,50W,"KJ4HID near Port Saint Lucie, Saint Lucie County, Florida OPEN",,,,
626,KN4GVY,444.350000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"KN4GVY near Dunedin, Pinellas County, Florida OPEN",,,,
627,WB2SNN,444.350000,+,5.000000,TSQL,88.5,110.9,023,NN,023,Tone->Tone,FM,5.00,,50W,"WB2SNN near Loxahatchee, Palm Beach County, Florida OPEN",,,,
628,K1ST,444.362500,+,5.000000,TSQL,88.5,94.8,023,NN,023,Tone->Tone,FM,12.50,,50W,"K1ST near Plantation Key, Monroe County, Florida OPEN TS1 TG 312443 Keys Cares TG TG3205030 SDGMRS, TS2 TG 3121536 Florida Keys TG",,,,
629,KC4MNE,444.375000,+,5.000000,TSQL,88.5,94.8,023,NN,023,Tone->Tone,FM,5.00,,50W,"KC4MNE near Miami, Miami-Dade County, Florida OPEN",,,,
630,,444.375000,+,5.000000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"near Port Orange, Volusia County, Florida OPEN",,,,
631,WB4HIS,444.375000,+,5.000000,Tone,107.2,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"WB4HIS near Sebastian, Indian River County, Florida OPEN",,,,
632,N4STP,444.375000,+,5.000000,Tone,123.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"N4STP near Fort McCoy, Marion County, Florida OPEN",,,,
633,HCA Florida Capital Hosp,444.400000,+,5.000000,Tone,131.8,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"N4NKV near Tallahassee, Leon County, Florida OPEN",,,,
634,WB4TWQ,444.400000,+,5.000000,Tone,127.3,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"WB4TWQ near Clewiston, Hendry County, Florida OPEN Linked w/444.400 (WB4TWQ) Repeater",,,,
635,K4LWC,444.400000,+,5.000000,Tone,100.0,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"K4LWC near Milton, Santa Rosa County, Florida OPEN",,,,
636,W4IZ,444.400000,+,5.000000,TSQL,88.5,127.3,023,NN,023,Tone->Tone,FM,5.00,,50W,"W4IZ near Jacksonville, Duval County, Florida OPEN Has WiresX installed",,,,
637,KA4CNP,444.400000,+,5.000000,Tone,192.8,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"KA4CNP near Seminole, Pinellas County, Florida OPEN Located ~200 yds west of Seminole Blvd, on 102nd Ave.",,,,
638,PGA Blvd/Military Trl,444.400000,+,5.000000,TSQL,88.5,110.9,023,NN,023,Tone->Tone,FM,5.00,,50W,"AG4BV near Palm Beach Gardens, Palm Beach County, Florida OPEN",,,,
639,AG4UU,444.400000,+,5.000000,Tone,94.8,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"AG4UU near Apalachicola, Franklin County, Florida OPEN",,,,
640,KSC,444.400000,+,5.000000,TSQL,88.5,91.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"W4JAZ near Titusville, Brevard County, Florida CLOSED",,,,
641,W4MBU,444.400000,+,5.000000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"W4MBU near Homestead, Miami-Dade County, Florida OPEN",,,,
642,WB4DT,444.400000,+,5.000000,TSQL,88.5,94.8,023,NN,023,Tone->Tone,FM,5.00,,50W,"WB4DT near Aventura, Miami-Dade County, Florida OPEN",,,,
643,NI4CE,444.425000,+,3.125000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"NI4CE near Riverview, Hillsborough County, Florida OPEN",,,,
644,N4ZUW,444.425000,+,5.000000,TSQL,88.5,110.9,023,NN,023,Tone->Tone,FM,5.00,,50W,"N4ZUW near Deerfield Beach, Broward County, Florida OPEN",,,,
645,Melbourne Fire Training Center,444.425000,+,5.000000,TSQL,88.5,107.2,023,NN,023,Tone->Tone,FM,5.00,,50W,"W4MLB near Melbourne, Brevard County, Florida OPEN",,,,
646,Downtown,444.425000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"N2XDA near Jacksonville, Duval County, Florida OPEN",,,,
647,KC4DPT,444.425000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"KC4DPT near Kendall, Miami-Dade County, Florida OPEN",,,,
648,KU4CL,444.425000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DN,5.00,,50W,"KU4CL near Ocala, Marion County, Florida OPEN RepMIAMIFL444.425 FL 444.45 WIRES X64716 YSF US QCWA CHAPTER147 DMR TG3160978",,,,
649,W4KWS,444.425000,+,5.000000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"W4KWS near Key West, Monroe County, Florida OPEN Motorola Repeater BUILT BY W4KWS KEY WEST, FL Motorola 1550 coverage Key West to Cudjoe Key. BrandMiester TS-1 314073 TS-2 3190952 static. Linked to Europa link.",,,,
650,NO9S,444.450000,+,5.000000,DTCS,88.5,88.5,411,NN,023,Tone->Tone,FM,5.00,,50W,"NO9S near Kissimmee, Osceola County, Florida OPEN",,,,
651,WCSO,444.450000,+,5.000000,TSQL,88.5,94.8,023,NN,023,Tone->Tone,FM,5.00,,50W,"K4WAK near Crawfordville, Wakulla County, Florida OPEN",,,,
652,WT4L,444.450000,+,5.000000,TSQL,88.5,77.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"WT4L near Fort Myers, Lee County, Florida OPEN",,,,
653,Hospital,444.450000,+,5.000000,TSQL,88.5,146.2,023,NN,023,Tone->Tone,FM,5.00,,50W,"K4JMH near Tarpon Springs, Pinellas County, Florida OPEN",,,,
654,K4FWB,444.450000,+,5.000000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"K4FWB near Fort Walton Beach, Okaloosa County, Florida OPEN",,,,
655,W4TFF,444.450000,+,5.000000,TSQL,88.5,110.9,023,NN,023,Tone->Tone,FM,5.00,,50W,"W4TFF near Long Key, Monroe County, Florida OPEN",,,,
656,KC4MNI,444.462500,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,50W,"KC4MNI near Miami, Miami-Dade County, Florida PRIVATE",,,,
657,W4NAS,444.475000,+,5.000000,TSQL,88.5,127.3,023,NN,023,Tone->Tone,DN,5.00,,50W,"W4NAS near Nassauville, Nassau County, Florida OPEN",,,,
658,WA4AKH,444.475000,+,5.000000,Tone,146.2,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"WA4AKH near Saint Petersburg, Pinellas County, Florida OPEN",,,,
659,Pelican Bay,444.487500,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DN,12.50,,50W,"AB4NP near Naples, Collier County, Florida OPEN No Analog",,,,
660,WC4PEM,444.487500,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DV,12.50,,50W,"WC4PEM near Bartow, Polk County, Florida OPEN",,,,
661,W4AKH,444.500000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,"W4AKH near Fort Pierce, Saint Lucie County, Florida OPEN",,,,
662,K4LAK,444.500000,+,5.000000,TSQL,88.5,103.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"K4LAK near The Villages, Lake County, Florida OPEN",,,,
663,K4BT,444.500000,+,5.000000,TSQL,88.5,127.3,023,NN,023,Tone->Tone,FM,5.00,,50W,"K4BT near Orange Park, Clay County, Florida OPEN",,,,
664,KF4JMM,444.500000,+,5.000000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"KF4JMM near Panama City, Bay County, Florida OPEN",,,,
665,KD4IMM,444.525000,+,5.000000,TSQL,88.5,114.8,023,NN,023,Tone->Tone,FM,5.00,,50W,"KD4IMM near Miami, Miami-Dade County, Florida OPEN",,,,
666,Rocky Pt,444.525000,+,5.000000,TSQL,88.5,141.3,023,NN,023,Tone->Tone,FM,5.00,,50W,"KB4ABE near Tampa, Hillsborough County, Florida OPEN",,,,
667,KC4NWK,444.525000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DN,5.00,,50W,"KC4NWK near Gainesville, Alachua County, Florida OPEN",,,,
668,W4ALR,444.550000,+,5.000000,TSQL,88.5,103.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"W4ALR near Paisley, Lake County, Florida OPEN Capable of analog fallback mode using 103.5hz in 25khz wideband mode.",,,,
669,WA1UTQ,444.575000,+,5.000000,TSQL,88.5,91.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"WA1UTQ near Wildwood, Sumter County, Florida OPEN Wire-X, The Villages Wildwood Ecomm.",,,,
670,KSC,444.575000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"K4DJN near Titusville, Brevard County, Florida OPEN",,,,
671,I-75,444.575000,+,5.000000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"W4IE near Venice, Sarasota County, Florida OPEN Linked to W4IE 146.910 repeater",,,,
672,W4BIY,444.575000,+,5.000000,Cross,67.0,127.3,023,NN,023,Tone->Tone,FM,5.00,,50W,"W4BIY near Lehigh Acres, Lee County, Florida OPEN",,,,
673,WCJB Tower,444.587500,+,5.000000,TSQL,88.5,123.0,023,NN,023,Tone->Tone,FM,12.50,,50W,"KC4NWK near Gainesville, Alachua County, Florida OPEN",,,,
674,KO4EOC,444.600000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,"KO4EOC near Crestview, Okaloosa County, Florida OPEN",,,,
675,KJ4JMH,444.600000,+,5.000000,TSQL,88.5,82.5,023,NN,023,Tone->Tone,DN,5.00,,50W,"KJ4JMH near Murdock, Charlotte County, Florida OPEN DGID 82 Digital only. No AMS",,,,
676,K4AG,444.600000,+,5.000000,TSQL,88.5,94.8,023,NN,023,Tone->Tone,FM,5.00,,50W,"K4AG near Miami, Miami-Dade County, Florida OPEN To access SARNET use tone of 167.9.",,,,
677,W4SLC,444.600000,+,5.000000,Tone,107.2,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"W4SLC near Fort Pierce, Saint Lucie County, Florida OPEN Located at the Twin Towers W of I-95, N of SR 68.",,,,
678,W4EFK,444.600000,+,5.000000,TSQL,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"W4EFK near Tampa, Hillsborough County, Florida OPEN",,,,
679,KO4WOG,444.600000,+,5.000000,Tone,123.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"KO4WOG near Lake City, Columbia County, Florida OPEN",,,,
680,K4AUS,444.612500,+,5.000000,TSQL,88.5,103.5,023,NN,023,Tone->Tone,DMR,12.50,,50W,"K4AUS near Tavares, Lake County, Florida OPEN Capable of analog fallback mode using 103.5hz in 25khz wideband mode",,,,
681,WC4PEM,444.625000,+,5.000000,TSQL,88.5,127.3,023,NN,023,Tone->Tone,FM,5.00,,50W,"WC4PEM near Davenport, Polk County, Florida OPEN",,,,
682,KJ4OBN,444.625000,+,5.000000,TSQL,88.5,97.4,023,NN,023,Tone->Tone,FM,5.00,,50W,"KJ4OBN near Kendall, Miami-Dade County, Florida OPEN",,,,
683,W4NLX,444.650000,+,5.000000,TSQL,88.5,107.2,023,NN,023,Tone->Tone,FM,5.00,,50W,"W4NLX near Cocoa Beach, Brevard County, Florida OPEN",,,,
684,NR4P,444.650000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"NR4P near Boynton Beach, Palm Beach County, Florida OPEN TS1: Static 3112 and 31124.  Any Brandmeister dynamic TG accepted. TG2: TG9 only",,,,
685,Holmes EOC,444.650000,+,5.000000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,DMR,5.00,,50W,"N4BFS near Bonifay, Holmes County, Florida OPEN Timeslot 2, Talkgroup ID 2",,,,
686,CSX Bldg,444.675000,+,5.000000,TSQL,88.5,127.3,023,NN,023,Tone->Tone,FM,5.00,,50W,"W4RNG near Jacksonville, Duval County, Florida OPEN",,,,
687,Lee County EOC,444.675000,+,5.000000,Tone,136.5,88.5,023,NN,023,Tone->Tone,DN,5.00,,50W,"W4WJN near Fort Myers, Lee County, Florida OPEN Linked via Wires-X with the 444.750 Repeater in Bonita Springs, Florida.",,,,
688,KSC,444.675000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"K4DJN near Titusville, Brevard County, Florida OPEN Locals monitor TS 1 TG KSC 316274. Use TS 2 when adding dynamic talkgroups.",,,,
689,N4FCU,444.700000,+,5.000000,TSQL,88.5,127.3,023,NN,023,Tone->Tone,FM,5.00,,50W,"N4FCU near Jacksonville, Duval County, Florida OPEN",,,,
690,K4FLK,444.700000,+,5.000000,TSQL,88.5,94.8,023,NN,023,Tone->Tone,FM,5.00,,50W,"K4FLK near Stock Island, Monroe County, Florida OPEN",,,,
691,KN2R,444.725000,+,5.000000,TSQL,88.5,136.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"KN2R near Cape Coral, Lee County, Florida OPEN Since Hurricane Ian, antenna was lowered greatly reducing range/coverage.",,,,
692,K4CPJ,444.725000,+,5.000000,TSQL,88.5,107.2,023,NN,023,Tone->Tone,FM,5.00,,50W,"K4CPJ near Vero Beach, Indian River County, Florida OPEN",,,,
693,Airport,444.725000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DN,5.00,,50W,"AB4NP near Naples, Collier County, Florida OPEN visitors welcome",,,,
694,KD4FZB,444.725000,+,5.000000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"KD4FZB near Milton, Santa Rosa County, Florida OPEN",,,,
695,WA4MN,444.750000,+,5.000000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"WA4MN near Chipley, Washington County, Florida OPEN",,,,
696,KF4LZA,444.750000,+,5.000000,TSQL,88.5,110.9,023,NN,023,Tone->Tone,FM,5.00,,50W,"KF4LZA near Boca Raton, Palm Beach County, Florida OPEN",,,,
697,St Joseph's Hospital,444.750000,+,5.000000,TSQL,88.5,146.2,023,NN,023,Tone->Tone,FM,5.00,,50W,"N4TP near Tampa, Hillsborough County, Florida OPEN Dual Mode with YSF Primary and FM Analog secondary",,,,
698,KM4OWA,444.750000,+,5.000000,Tone,136.5,88.5,023,NN,023,Tone->Tone,DN,5.00,,50W,"KM4OWA near Bonita Springs, Lee County, Florida OPEN Antenna is 160' up. Linked via Wires-X with the 444.675 Repeater in Fort Myers",,,,
699,KJ4ACN,444.775000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"KJ4ACN near Lakeland, Polk County, Florida OPEN",,,,
700,AC4TM,444.775000,+,5.000000,TSQL,88.5,136.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"AC4TM near Estero, Lee County, Florida OPEN",,,,
701,KN4GVY,444.775000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"KN4GVY near Wesley Chapel, Pasco County, Florida OPEN Color Code 1 Time Slot 1 Talkgroup 8801 – FDARN TAC 1 (PTT 15) Talkgroup 8802 – FDARN TAC 2 (PTT 15) Talkgroup 3112 = Florida Statewide (PTT 15) Time Slot 2 Talkgroup 2 = F-Darn Repeater System Talkgroup 9 = Local Repeater Only",,,,
702,K4FLK,444.787500,+,5.000000,TSQL,88.5,94.8,023,NN,023,Tone->Tone,FM,12.50,,50W,"K4FLK near Marathon, Monroe County, Florida OPEN TS1 TG312443 Keys Cares TG3205030 SDGMRS, TS2 TG3121536 Florida Keys TG. Brandmeister Network",,,,
703,W4AKH,444.800000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"W4AKH near Fort Pierce, Saint Lucie County, Florida OPEN",,,,
704,K4HEK,444.800000,+,5.000000,TSQL,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"K4HEK near DeLand, Volusia County, Florida OPEN",,,,
705,K4TLH,444.800000,+,5.000000,TSQL,88.5,94.8,023,NN,023,Tone->Tone,FM,5.00,,50W,"K4TLH near Tallahassee, Leon County, Florida OPEN",,,,
706,W2ECR,444.800000,+,5.000000,TSQL,88.5,103.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"W2ECR near Orlando, Orange County, Florida OPEN",,,,
707,W4NN,444.800000,+,5.000000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"W4NN near Eglin AFB, Okaloosa County, Florida OPEN",,,,
708,W4RNT,444.812500,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DV,12.50,,50W,"W4RNT near Tampa, Hillsborough County, Florida OPEN",,,,
709,W4DFU,444.812500,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,12.50,,50W,"W4DFU near Gainesville, Alachua County, Florida OPEN",,,,
710,K5MI,444.812500,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,12.50,,50W,"K5MI near Marco Island, Collier County, Florida OPEN",,,,
711,KI4SWB,444.825000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"KI4SWB near Melbourne, Brevard County, Florida CLOSED DMR TS1 is for user connections. Please disconnect when you are done. DMR TS2 is permanently connected to TG111225 and will auto-connect to NXDN TG2700. P25 is normally connected to TG2700 but can be used for other talk groups.",,,,
712,Bombing Range,444.825000,+,5.000000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"W4HEM near Avon Park, Highlands County, Florida OPEN",,,,
713,W4IJJ,444.825000,+,5.000000,TSQL,88.5,156.7,023,NN,023,Tone->Tone,FM,5.00,,50W,"W4IJJ near Jacksonville, Duval County, Florida OPEN",,,,
714,WCJB Tower,444.837500,+,5.000000,TSQL,88.5,123.0,023,NN,023,Tone->Tone,DMR,12.50,,50W,"KC4MHH near Gainesville, Alachua County, Florida OPEN",,,,
715,K0RTU,444.850000,+,5.000000,Tone,136.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"K0RTU near Punta Gorda, Charlotte County, Florida CLOSED",,,,
716,KA4EPS,444.850000,+,5.000000,TSQL,88.5,110.9,023,NN,023,Tone->Tone,FM,5.00,,50W,"KA4EPS near Lake Worth, Palm Beach County, Florida OPEN",,,,
717,KA4EPS,444.850000,+,5.000000,TSQL,88.5,107.2,023,NN,023,Tone->Tone,FM,5.00,,50W,"KA4EPS near Vero Beach, Indian River County, Florida OPEN Linked to Fla Hub 27892.",,,,
718,W4VCO,444.850000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"W4VCO near Lakeland, Polk County, Florida OPEN",,,,
719,W4TAM,444.850000,+,5.000000,TSQL,88.5,127.3,023,NN,023,Tone->Tone,FM,5.00,,50W,"W4TAM near Daytona Beach, Volusia County, Florida OPEN",,,,
720,K4FLK,444.850000,+,5.000000,TSQL,88.5,94.8,023,NN,023,Tone->Tone,FM,5.00,,50W,"K4FLK near Marathon, Monroe County, Florida OPEN",,,,
721,County Fire Station #2,444.860000,+,5.000000,Tone,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"KF4KXN near Lithia, Hillsborough County, Florida OPEN",,,,
722,Mixons Fruit Farm,444.875000,+,5.000000,Tone,82.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"AC4XQ near Bradenton, Manatee County, Florida OPEN",,,,
723,N4ZSN,444.875000,+,5.000000,TSQL,88.5,103.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"N4ZSN near Eustis, Lake County, Florida OPEN",,,,
724,KF4LZA,444.875000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"KF4LZA near West Palm Beach, Palm Beach County, Florida OPEN",,,,
725,Transfer Station,444.875000,+,5.000000,TSQL,88.5,94.8,023,NN,023,Tone->Tone,FM,5.00,,50W,"K4FLK near Key Largo, Monroe County, Florida OPEN",,,,
726,KN4YGT,444.875000,+,5.000000,Tone,123.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"KN4YGT near Lake City, Columbia County, Florida OPEN Use DTMF FOR WIRESX IN ANALOG ONLY",,,,
727,KC4SSD,444.875000,+,5.000000,TSQL,88.5,67.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"KC4SSD near Naples, Collier County, Florida OPEN",,,,
728,NF4CQ,444.900000,+,5.000000,Tone,110.9,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"NF4CQ near Lake City, Columbia County, Florida OPEN",,,,
729,W4HSO,444.900000,+,5.000000,Tone,141.3,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"W4HSO near Tampa, Hillsborough County, Florida OPEN",,,,
730,Hwy 85/Hwy 90,444.900000,+,5.000000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"KC4YBZ near Crestview, Okaloosa County, Florida OPEN Primary usage is for ARES but open to everyone for general use.",,,,
731,FIT,444.900000,+,5.000000,TSQL,88.5,118.8,023,NN,023,Tone->Tone,FM,5.00,,50W,"KI4SWB near Melbourne, Brevard County, Florida OPEN  NXDN static talk-groups are 1200 Florida Wide and 2700 Brevard repeaters only. Use TG1 for local repeater only.",,,,
732,Stuart Public Services,444.900000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"WX4MC near Stuart, Martin County, Florida OPEN TS1 is for local use on TG 772. TS2 is available for BrandMeister use. See https://brandmeister.network/?page=repeater&id=312062",,,,
733,WO9C,444.900000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"WO9C near Miami, Miami-Dade County, Florida OPEN TS:1 SkyNet TG 37030, open TS:2 TG 311667, Local only",,,,
734,W2GGI,444.912500,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,12.50,,50W,"W2GGI near West Palm Beach, Palm Beach County, Florida OPEN",,,,
735,W4IE,444.925000,+,5.000000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"W4IE near Sarasota, Sarasota County, Florida OPEN System Fusion",,,,
736,Devils Millhopper GSP,444.925000,+,5.000000,Tone,123.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"K4GNV near Gainesville, Alachua County, Florida OPEN",,,,
737,KSC,444.925000,+,5.000000,TSQL,88.5,131.8,023,NN,023,Tone->Tone,FM,5.00,,50W,"N1KSC near Titusville, Brevard County, Florida OPEN",,,,
738,KI4WZA,444.925000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,"KI4WZA near Milton, Santa Rosa County, Florida OPEN Usually mode B",,,,
739,I-95/Old St Augustine Rd,444.925000,+,5.000000,TSQL,88.5,127.3,023,NN,023,Tone->Tone,FM,5.00,,50W,"N4GIH near Jacksonville, Duval County, Florida OPEN",,,,
740,DuBois Park,444.937500,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,12.50,,50W,"KF4LZA near Jupiter, Palm Beach County, Florida OPEN Part of the KF4LZA DMR Linked system from Orlando to the Keys.",,,,
741,WC4PEM,444.950000,+,5.000000,TSQL,88.5,127.3,023,NN,023,Tone->Tone,FM,5.00,,50W,"WC4PEM near Frostproof, Polk County, Florida OPEN ARES back up.",,,,
742,W4BKD,444.950000,+,5.000000,TSQL,88.5,123.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"W4BKD near Marianna, Jackson County, Florida OPEN YSF digital",,,,
743,Comunication Tower,444.950000,+,5.000000,DTCS,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"W4AAZ near Crestview, Okaloosa County, Florida OPEN 50 watts, 270 feet MSL",,,,
744,,444.950000,+,5.000000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"near Naples, Collier County, Florida OPEN",,,,
745,Downtown,444.962500,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,12.50,,50W,"KJ4SHL near Saint Petersburg, Pinellas County, Florida OPEN",,,,
746,Allapatah Flats,444.962500,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,12.50,,50W,"KF4LZA near Stuart, Martin County, Florida OPEN Utilize Talkgroup 855 (Slot 1) & Talkgroup 856 (Slot 2) only.",,,,
747,WX4E,444.975000,+,5.000000,TSQL,88.5,136.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"WX4E near Punta Gorda, Charlotte County, Florida OPEN",,,,
748,N4FCU,444.975000,+,5.000000,TSQL,88.5,103.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"N4FCU near Clermont, Lake County, Florida OPEN",,,,
749,K4GFD,444.975000,+,5.000000,TSQL,88.5,94.8,023,NN,023,Tone->Tone,FM,5.00,,50W,"K4GFD near Chattahoochee, Gadsden County, Florida OPEN",,,,
750,N4IRS,444.975000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"N4IRS near Stuart, Martin County, Florida OPEN MMDVM repeater D-Star, DMR, Fusion and soon P25",,,,
751,KF4LZA,444.975000,+,5.000000,TSQL,88.5,110.9,023,NN,023,Tone->Tone,FM,5.00,,50W,"KF4LZA near North Miami, Miami-Dade County, Florida OPEN",,,,
752,NX4DN,444.987500,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,12.50,,50W,"NX4DN near Greensboro, Gadsden County, Florida OPEN",,,,
753,Pelican Bay,444.987500,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,12.50,,50W,"AB4NP near Naples, Collier County, Florida OPEN",,,,
754,W2GGI,444.987500,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,12.50,,50W,"W2GGI near Miami, Miami-Dade County, Florida OPEN See W2GGI.com for talk groups",,,,
755,WCJB Tower,444.987500,+,5.000000,TSQL,88.5,123.0,023,NN,023,Tone->Tone,FM,12.50,,50W,"KC4MHH near Gainesville, Alachua County, Florida OPEN AllStar - permanent connection to the East Coast Reflector",,,,
